gene,wnt3a,wnt5a,wnt3a_direction,wnt5a_direction,wnt3a_unadjusted,wnt5a_unadjusted,full_names,descriptions
GPR50,0.0,1.0,-,0,0.0,1.0,,
LOC100288778,1.0,0.0,-,-,0.1161165235168155,0.0,,
PLCE1,1.0,0.0,+,+,0.373900966300059,0.0,,
BNC2,1.0,0.0,0,+,1.0,0.0,,
PLCD4,0.0,1.0,+,+,0.0,0.373900966300059,,
UBASH3B,0.0,1.0,+,0,0.0,1.0,,
BOLA1,1.0,0.0,-,-,0.373900966300059,0.0,,
PISD,0.0,1.0,+,+,0.0,0.373900966300059,,
SLC4A7,1.0,0.0,+,+,0.11611652351681558,0.0,,
SLC9A6,1.0,0.0,+,+,0.15830242337545783,0.0,,
BTBD10,1.0,0.0,+,+,0.15830242337545783,0.0,,
PLA2G15,0.0,1.0,-,-,0.0,0.11611652351681558,,
SLC6A16,1.0,0.0,+,+,0.373900966300059,0.0,,
TUT1,1.0,0.0,-,-,0.11611652351681558,0.0,,
MKRN3,1.0,0.0,+,+,0.11611652351681558,0.0,,
C11orf91,1.0,0.0,+,+,0.373900966300059,0.0,,
LOC100131655,1.0,0.0,0,-,1.0,0.0,,
GPR98,1.0,0.0,-,+,0.7246586364960956,0.0,,
LOC100506013,0.0,1.0,-,0,0.0,1.0,,
GNAO1,0.0,1.0,-,-,0.0,0.11611652351681558,,
CYP46A1,0.0,1.0,-,0,0.0,1.0,,
CYP3A5,1.0,0.0,-,-,0.11611652351681558,0.0,,
BDH1,0.0,1.0,+,+,0.0,0.11611652351681558,,
PI15,0.0,1.0,-,-,0.0,0.11611652351681558,,
UBR1,0.0,1.0,+,+,0.0,0.01613008990009254,,
PIK3CA,1.0,0.0,+,+,0.11611652351681558,0.0,,
LOC100505666,0.0,1.0,-,-,0.0,0.1161165235168155,,
PID1,0.0,1.0,-,-,0.0,0.11611652351681558,,
C10orf88,1.0,0.0,-,+,0.373900966300059,0.0,,
CYP1B1,0.0,1.0,+,+,0.0,0.373900966300059,,
SLC35E2B,0.0,1.0,+,+,0.0,0.11611652351681558,,
PLEKHH1,1.0,0.0,+,+,0.373900966300059,0.0,,
MPPE1,1.0,0.0,+,+,0.11611652351681558,0.0,,
TTF2,1.0,0.0,+,+,0.01613008990009254,0.0,,
PLK3,0.0,1.0,-,-,0.0,0.373900966300059,,
PAQR3,1.0,0.0,+,+,0.024896163460222737,0.0,,
LGALS8,1.0,0.0,+,+,0.15830242337545783,0.0,,
C17orf103,0.0,1.0,-,-,0.0,0.11611652351681558,,
CMTM4,1.0,0.0,+,+,0.7246586364960954,0.0,,
NAALAD2,1.0,0.0,+,+,0.1161165235168155,0.0,,
ARMC10,1.0,0.0,+,+,0.11611652351681558,0.0,,
ARMCX2,1.0,0.0,+,+,0.2341006273268296,0.0,,
SETD6,0.0,1.0,-,-,0.0,0.1161165235168155,,
WDR55,0.0,1.0,+,+,0.0,0.373900966300059,,
HERC1,1.0,0.0,+,+,0.11611652351681558,0.0,,
NACC2,1.0,0.0,-,+,0.373900966300059,0.0,,
MYPOP,1.0,0.0,-,-,0.373900966300059,0.0,,
ARRDC4,1.0,0.0,+,+,0.025721420742506516,0.0,,
SFI1,0.0,1.0,+,+,0.0,0.373900966300059,,
CNOT6L,1.0,0.0,+,+,0.11611652351681558,0.0,,
LAMB1,0.0,1.0,+,+,0.0,0.15830242337545783,,
SFR1,1.0,0.0,+,+,0.23779614445826533,0.0,,
WDR19,1.0,0.0,+,+,0.6433299631818633,0.0,,
SFRP4,0.0,1.0,-,+,0.0,0.007490433881274519,,
TOM1,1.0,0.0,-,-,0.07209210852630936,0.0,,
TOP1P1,1.0,0.0,+,+,0.11611652351681558,0.0,,
FUT9,1.0,0.0,+,+,0.11611652351681558,0.0,,
PBX2,1.0,0.0,-,-,0.11611652351681558,0.0,,
FRMD6,0.0,1.0,-,-,0.0,0.373900966300059,,
ARHGAP10,0.0,1.0,-,0,0.0,1.0,,
NBPF1,0.0,1.0,+,+,0.0,0.1161165235168155,,
ARHGAP22,1.0,0.0,0,+,1.0,0.0,,
ARHGAP24,0.0,1.0,+,0,0.0,1.0,,
DNAJC15,1.0,0.0,+,+,0.373900966300059,0.0,,
RALGAPA2,0.0,1.0,+,+,0.0,0.373900966300059,,
SERPINA5,0.0,1.0,+,0,0.0,1.0,,
WNT8B,0.0,1.0,-,0,0.0,1.0,,
TNC,0.0,1.0,-,0,0.0,1.0,,
ARHGEF10L,1.0,0.0,-,-,0.1161165235168155,0.0,,
ARHGEF17,0.0,1.0,-,-,0.0,0.373900966300059,,
ARHGEF18,1.0,0.0,-,-,0.11611652351681558,0.0,,
PRKCQ,0.0,1.0,+,+,0.0,0.373900966300059,,
DNAH9,0.0,1.0,+,0,0.0,1.0,,
LOC341056,1.0,0.0,+,+,0.11611652351681558,0.0,,
FSTL3,1.0,0.0,-,-,0.11611652351681558,0.0,,
SIPA1L1,1.0,0.0,+,+,0.15830242337545783,0.0,,
DIRAS3,1.0,0.0,-,+,0.11611652351681558,0.0,,
MYO5A,1.0,0.0,+,+,0.373900966300059,0.0,,
SHANK1,0.0,1.0,+,0,0.0,1.0,,
ATG10,0.0,1.0,+,+,0.0,0.373900966300059,,
ATG14,1.0,0.0,+,+,0.373900966300059,0.0,,
ATG2B,1.0,0.0,+,+,0.373900966300059,0.0,,
SHC3,1.0,0.0,-,+,0.15830242337545783,0.0,,
C17orf91,0.0,1.0,-,-,0.0,0.1161165235168155,,
SHISA2,0.0,1.0,-,0,0.0,1.0,,
GAS2,0.0,1.0,+,0,0.0,1.0,,
LOC253039,1.0,0.0,+,+,0.11611652351681558,0.0,,
LDLRAP1,0.0,1.0,+,+,0.0,0.373900966300059,,
PDE3B,0.0,1.0,+,+,0.0,0.373900966300059,,
PPM1H,1.0,0.0,+,+,0.002192129806692939,0.0,,
HAUS3,1.0,0.0,+,+,0.007490433881274519,0.0,,
TRAPPC10,1.0,0.0,+,+,0.373900966300059,0.0,,
SIAE,1.0,0.0,+,+,0.15830242337545783,0.0,,
GCLM,1.0,0.0,+,+,0.373900966300059,0.0,,
C17orf82,0.0,1.0,-,-,0.0,0.373900966300059,,
C1QTNF4,1.0,0.0,-,-,0.007490433881274519,0.0,,
LOC283070,1.0,0.0,0,+,1.0,0.0,,
COL4A3BP,1.0,0.0,+,+,0.00015101140222180054,0.0,,
HECA,1.0,0.0,0,+,1.0,0.0,,
C1QL1,1.0,0.0,-,-,0.15830242337545783,0.0,,
SFXN3,0.0,1.0,-,0,0.0,1.0,,
HEATR5B,1.0,0.0,+,+,0.373900966300059,0.0,,
PCDP1,1.0,0.0,+,+,0.373900966300059,0.0,,
LOC284648,1.0,0.0,+,+,0.373900966300059,0.0,,
PCMTD2,1.0,0.0,0,+,1.0,0.0,,
MYCBP2,1.0,0.0,+,+,0.11611652351681558,0.0,,
ASH1L,1.0,0.0,+,+,0.373900966300059,0.0,,
COL18A1,0.0,1.0,+,+,0.0,0.373900966300059,,
VSTM2L,1.0,0.0,-,-,0.373900966300059,0.0,,
SH3BGRL2,1.0,0.0,+,+,0.007490433881274529,0.0,,
PCYOX1L,1.0,0.0,+,+,0.11611652351681558,0.0,,
ATAD3B,1.0,0.0,-,-,0.11611652351681558,0.0,,
GAPVD1,1.0,0.0,+,+,0.15830242337545783,0.0,,
SH3PXD2A,0.0,1.0,+,0,0.0,1.0,,
GALNTL1,0.0,1.0,-,-,0.0,0.01613008990009254,,
CDH23,1.0,0.0,-,-,0.373900966300059,0.0,,
CTTNBP2,1.0,0.0,+,+,0.373900966300059,0.0,,
CDC37L1,1.0,0.0,+,+,0.01613008990009254,0.0,,
RFXAP,1.0,0.0,+,+,0.13177756749413527,0.0,,
MAP3K2,1.0,0.0,+,+,0.11611652351681558,0.0,,
FAM82A2,1.0,0.0,+,+,0.01613008990009254,0.0,,
RNF138P1,0.0,1.0,+,+,0.0,0.11611652351681558,,
CCDC73,0.0,1.0,+,+,0.0,0.373900966300059,,
NPY1R,0.0,1.0,+,+,0.0,0.1161165235168155,,
ZSWIM5,1.0,0.0,+,+,0.373900966300059,0.0,,
MAPK8IP1,0.0,1.0,-,-,0.0,0.11611652351681558,,
IFNAR1,1.0,0.0,+,+,0.11611652351681558,0.0,,
TCEANC2,0.0,1.0,+,+,0.0,0.373900966300059,,
IGHMBP2,1.0,0.0,-,-,0.11611652351681558,0.0,,
ZNF546,1.0,0.0,+,+,0.373900966300059,0.0,,
FAM46B,1.0,0.0,-,-,0.373900966300059,0.0,,
JRKL,1.0,0.0,+,+,0.15830242337545783,0.0,,
ACBD7,1.0,0.0,-,-,0.15830242337545783,0.0,,
F2RL1,0.0,1.0,+,0,0.0,1.0,,
METTL21B,1.0,0.0,+,+,0.373900966300059,0.0,,
MAF,0.0,1.0,-,-,0.0,0.373900966300059,,
EVI5,1.0,0.0,+,+,0.11611652351681558,0.0,,
RHBDD1,0.0,1.0,+,+,0.0,0.11611652351681558,,
ITPKB,0.0,1.0,-,+,0.0,0.373900966300059,,
EPHA4,0.0,1.0,-,+,0.0,0.01613008990009254,,
LZTS1,1.0,0.0,-,-,0.0013238969092171688,0.0,,
ERCC6,1.0,0.0,+,+,0.11611652351681558,0.0,,
AASDH,1.0,0.0,+,+,0.15830242337545783,0.0,,
ABCB6,0.0,1.0,+,+,0.0,0.373900966300059,,
STK11,1.0,0.0,-,-,0.11611652351681558,0.0,,
NPTX1,0.0,1.0,+,0,0.0,1.0,,
MAML2,0.0,1.0,-,+,0.0,0.373900966300059,,
ZNF671,1.0,0.0,0,+,1.0,0.0,,
SYTL4,0.0,1.0,-,-,0.0,0.11611652351681558,,
TBC1D10C,0.0,1.0,+,-,0.0,0.373900966300059,,
CD302,1.0,0.0,-,-,0.1161165235168155,0.0,,
ZNF667,0.0,1.0,+,0,0.0,1.0,,
STXBP1,1.0,0.0,-,+,0.373900966300059,0.0,,
ACSS3,0.0,1.0,+,0,0.0,1.0,,
FAM19A4,0.0,1.0,+,+,0.0,0.373900966300059,,
FAM108A1,0.0,1.0,-,-,0.0,0.1161165235168155,,
NPAS1,0.0,1.0,-,0,0.0,1.0,,
RNF144B,0.0,1.0,-,+,0.0,0.373900966300059,,
KCNC4,0.0,1.0,+,0,0.0,1.0,,
STRN,1.0,0.0,+,+,0.11611652351681558,0.0,,
FAM172A,1.0,0.0,+,+,0.11611652351681545,0.0,,
NXPH2,0.0,1.0,+,+,0.0,0.01613008990009254,,
IRF7,1.0,0.0,-,-,0.01613008990009254,0.0,,
RHOF,1.0,0.0,-,-,0.11611652351681558,0.0,,
MBTPS2,1.0,0.0,+,+,0.15830242337545783,0.0,,
NR2C2,1.0,0.0,+,+,0.373900966300059,0.0,,
SYNDIG1,0.0,1.0,-,0,0.0,1.0,,
ZZEF1,0.0,1.0,+,+,0.0,0.373900966300059,,
JMY,0.0,1.0,+,+,0.0,0.373900966300059,,
METTL15,0.0,1.0,+,+,0.0,0.373900966300059,,
METAP1D,0.0,1.0,+,+,0.0,0.01613008990009254,,
ABHD5,1.0,0.0,+,+,0.11611652351681558,0.0,,
ZNF808,0.0,1.0,+,+,0.0,0.373900966300059,,
ZNF654,1.0,0.0,+,+,0.373900966300059,0.0,,
ERBB2,1.0,0.0,-,-,0.01613008990009254,0.0,,
TBC1D8,1.0,0.0,+,+,0.1161165235168155,0.0,,
ZNF804A,0.0,1.0,+,0,0.0,1.0,,
ZNF845,1.0,0.0,+,+,0.11611652351681545,0.0,,
CCDC97,1.0,0.0,-,-,0.11611652351681558,0.0,,
FAM161A,0.0,1.0,+,+,0.0,0.00020203994879765868,,
CAD,0.0,1.0,+,0,0.0,1.0,,
CCDC150,1.0,0.0,+,+,0.11611652351681558,0.0,,
JPH1,0.0,1.0,-,0,0.0,1.0,,
CMTM7,0.06553844652870867,1.0,-,-,2.8328699601775956e-06,0.08208627983473378,,
DDX3X,1.0,0.08693875772311191,-,-,0.5648890706976346,3.757888814485062e-06,,
SCG3,1.0,0.13152208397329979,+,+,0.12007890436233838,5.684983098046241e-06,,
GYPC,1.0,0.13802522726792887,-,-,0.0018287595883102938,5.966078550591263e-06,,
FGF19,0.14592018852828792,1.0,+,+,6.307334710537623e-06,0.6433299631818633,,
ARMC8,1.0,0.14926815879166153,+,+,0.12007890436233838,6.452049223758873e-06,,
FBXL5,1.0,0.3007852089130995,-,-,0.08935009586321634,1.3001305766721397e-05,,
PATZ1,1.0,0.39697038422993614,-,-,0.0013054577358990814,1.7158866835095576e-05,,
SSBP3,0.410745155177291,1.0,-,-,1.7754275131933908e-05,0.0018956685543004054,,
ZFAND6,0.41358604955368133,1.0,-,+,1.7877071517340883e-05,0.007875642613158854,,
HNRNPC,1.0,0.41358604955368133,+,+,0.11788132810691807,1.7877071517340883e-05,,
ZNF219,1.0,0.5441020055959556,-,-,0.013532363930940615,2.3518565186771364e-05,,
DHX35,1.0,0.5844825843014578,-,-,0.430968671703169,2.5263997592455493e-05,,
HNRNPL,1.0,0.7134495795917725,-,-,0.11238907548689855,3.083853812802129e-05,,
HNRNPH2,1.0,0.731974165871546,-,-,0.04512031397645044,3.16392550625263e-05,,
DPM3,0.7536623068713618,1.0,-,-,3.257671523109409e-05,0.0008002495696595267,,
PHLDB1,0.853290652752342,1.0,-,-,3.6883105802997276e-05,0.024110110551390906,,
ATF5,1.0,0.8881749775857749,-,-,0.05477525625839701,3.839096509988221e-05,,
SPRY1,0.9539630060140037,1.0,-,-,4.1234623125740384e-05,0.001142618177401373,,
CAPZB,1.0,0.9681252076636804,-,-,0.012947486613681716,4.184677794094145e-05,,
PDHX,1.0,1.0,+,+,0.23019964108049873,0.033471744961631446,,
PDE12,1.0,1.0,+,+,0.0890093425000857,0.01613008990009254,,
PDGFC,1.0,1.0,-,+,0.030272877555063294,0.008160879223117106,,
PDE1A,1.0,1.0,-,+,0.06676654481198815,0.01944176827646728,,
PDGFD,1.0,1.0,+,+,0.373900966300059,0.11611652351681558,,
PDIA3P,1.0,1.0,+,+,0.4917670010221689,0.10616646127311159,,
PDIA3,1.0,1.0,+,+,0.2919738428453548,0.1161165235168155,,
PDGFRL,1.0,1.0,+,+,0.5185185185185183,0.5185185185185183,,
OPA3,1.0,1.0,-,-,0.373900966300059,0.11611652351681558,,
PDHA1,1.0,1.0,+,+,0.33082009591906564,0.03122332754735364,,
PDHA2,1.0,1.0,+,+,0.373900966300059,0.373900966300059,,
PDE4D,1.0,1.0,0,-,1.0,0.373900966300059,,
PDHB,1.0,1.0,+,-,0.1161165235168155,0.373900966300059,,
PDGFB,1.0,1.0,-,-,0.0071823285663002,0.1161165235168155,,
PDE4A,1.0,1.0,+,-,0.1161165235168155,0.373900966300059,,
PDE6D,1.0,1.0,+,+,0.49701238195416286,0.08562356224178876,,
PDE4B,1.0,1.0,+,+,0.3739009663000589,0.373900966300059,,
PDE6G,1.0,1.0,+,0,0.373900966300059,1.0,,
OPHN1,1.0,1.0,+,+,0.11611652351681558,0.5185185185185183,,
PDE7A,1.0,1.0,+,+,0.23019964108049873,0.013235599563682695,,
PDE3A,1.0,1.0,-,+,0.25081535976844566,0.1011915072182954,,
PDE7B,1.0,1.0,-,0,0.11611652351681558,1.0,,
PDE9A,1.0,1.0,-,-,0.03068574885537602,0.02655253937708273,,
PDF,1.0,1.0,+,+,0.5879143098673623,0.5390795735253243,,
PDE1C,1.0,1.0,-,0,0.15830242337545783,1.0,,
PDE1B,1.0,1.0,+,0,0.1161165235168155,1.0,,
PDE4DIP,1.0,1.0,+,-,0.820293581625591,0.7676439152389032,,
PDE8A,1.0,1.0,0,+,1.0,0.373900966300059,,
PDIA5,1.0,1.0,-,-,0.5185185185185183,0.373900966300059,,
OLIG2,1.0,1.0,+,+,0.021311641128756727,0.11611652351681558,,
PDZD9,1.0,1.0,+,0,0.373900966300059,1.0,,
PDZD8,1.0,1.0,+,+,0.1011915072182954,0.007490433881274526,,
PDZD4,1.0,1.0,-,-,0.01613008990009254,0.4216482551761943,,
OMA1,1.0,1.0,+,+,0.11611652351681558,0.373900966300059,,
PDZD11,1.0,1.0,+,+,0.5517855072529712,0.002557007866506744,,
PDZRN3,1.0,1.0,-,+,0.23019964108049873,0.013465075424388536,,
OLIG1,1.0,1.0,+,+,0.006858970582751516,0.20615125863731906,,
OLFML2B,1.0,1.0,+,+,0.373900966300059,0.373900966300059,,
PELI1,1.0,1.0,+,+,0.22412238564949682,0.0808001372188846,,
OLFML3,1.0,1.0,+,-,0.373900966300059,0.373900966300059,,
PEG3,1.0,1.0,-,-,0.9339448844247209,0.3739009663000589,,
PEG10,1.0,1.0,-,-,0.001348830331015185,0.23390737010386228,,
PDZRN4,1.0,1.0,+,+,0.1011915072182954,0.373900966300059,,
PEF1,1.0,1.0,-,-,0.07495713843167921,0.06843816705085617,,
PEBP1,1.0,1.0,-,-,0.1591895869039024,0.6986882286602384,,
PEAK1,1.0,1.0,+,+,0.15183454328291035,0.373900966300059,,
PEA15,1.0,1.0,+,+,0.16156002120211346,0.37101958153160947,,
PECR,1.0,1.0,0,-,1.0,0.3739009663000589,,
PDIA4,1.0,1.0,+,+,0.520481836553324,0.34535612019827383,,
PDXP,1.0,1.0,+,+,0.25081535976844566,0.5614380442505257,,
PDLIM3,1.0,1.0,0,+,1.0,0.5185185185185183,,
PDLIM2,1.0,1.0,-,-,0.002642852596264592,0.0001244340849724372,,
PDLIM1,1.0,1.0,+,+,0.6433299631818634,0.07048399691021993,,
PDK3,1.0,1.0,+,+,0.373900966300059,0.373900966300059,,
PDLIM4,1.0,1.0,0,+,1.0,0.373900966300059,,
PDK2,1.0,1.0,-,-,0.4216482551761943,0.8340192043895747,,
PDIK1L,1.0,1.0,+,+,0.01613008990009254,0.01613008990009254,,
PDIA6,1.0,1.0,-,+,0.7862135932659411,0.4730689736606646,,
PDK1,1.0,1.0,+,+,0.1161165235168155,0.1161165235168155,,
PDXK,1.0,1.0,+,+,0.6433299631818633,0.373900966300059,,
PDLIM5,1.0,1.0,+,+,0.001142618177401374,0.373900966300059,,
PDLIM7,1.0,1.0,-,-,0.09292156281821824,0.8645060529197527,,
PDXDC1,1.0,1.0,+,0,0.11611652351681558,1.0,,
OMP,1.0,1.0,+,0,0.373900966300059,1.0,,
PDS5B,1.0,1.0,+,+,0.21930692358453638,0.022394205918366265,,
PDS5A,1.0,1.0,+,+,0.16492294240127905,0.0038628480444040476,,
ONECUT1,1.0,1.0,+,+,0.15830242337545783,0.373900966300059,,
PDP2,1.0,1.0,+,+,0.373900966300059,0.373900966300059,,
PDP1,1.0,1.0,0,+,1.0,0.01613008990009254,,
PDRG1,1.0,1.0,+,+,0.44561438824861255,0.1917443573414232,,
PDDC1,1.0,1.0,-,+,0.11611652351681558,0.373900966300059,,
PCDHGA4,1.0,1.0,0,-,1.0,0.11611652351681558,,
PCDHGA2,1.0,1.0,-,-,0.5185185185185183,0.11611652351681558,,
PCDHGA12,1.0,1.0,-,-,0.373900966300059,0.373900966300059,,
PCDHGA11,1.0,1.0,-,-,0.5185185185185183,0.11611652351681558,,
PCDHGA10,1.0,1.0,-,-,0.373900966300059,0.15830242337545783,,
PCDHGA1,1.0,1.0,-,-,0.11611652351681558,0.11611652351681558,,
PCDHB9,1.0,1.0,+,0,0.373900966300059,1.0,,
PCDHGA5,1.0,1.0,-,-,0.373900966300059,0.373900966300059,,
PCDHGA6,1.0,1.0,-,-,0.373900966300059,0.373900966300059,,
PCDHGB7,1.0,1.0,-,-,0.373900966300059,0.15830242337545783,,
PCDHGB6,1.0,1.0,+,0,0.373900966300059,1.0,,
PCDHGB5,1.0,1.0,+,0,0.373900966300059,1.0,,
PCDHGB4,1.0,1.0,-,-,0.4749986354512952,0.11846479931931933,,
PCDHGB3,1.0,1.0,0,-,1.0,0.373900966300059,,
PCDHGB2,1.0,1.0,0,-,1.0,0.373900966300059,,
PCDHGB1,1.0,1.0,-,-,0.5185185185185183,0.11611652351681558,,
PCDHGA9,1.0,1.0,-,-,0.373900966300059,0.373900966300059,,
PCDHGA8,1.0,1.0,-,-,0.41686553040650864,0.13177756749413527,,
PCDHGA7,1.0,1.0,-,-,0.373900966300059,0.373900966300059,,
PCDHB5,1.0,1.0,+,+,0.6433299631818633,0.7676439152389032,,
PCDHA8,1.0,1.0,-,-,0.373900966300059,0.373900966300059,,
PCDHA4,1.0,1.0,-,-,0.23019964108049873,0.373900966300059,,
PCDHAC1,1.0,1.0,-,-,0.23019964108049873,0.373900966300059,,
OR10T2,1.0,1.0,-,-,0.373900966300059,0.373900966300059,,
PCDHA10,1.0,1.0,0,+,1.0,0.373900966300059,,
PCDHA1,1.0,1.0,+,0,0.11611652351681558,1.0,,
PCDHA2,1.0,1.0,-,0,0.373900966300059,1.0,,
PCDHGC3,1.0,1.0,-,-,0.3560104559493424,0.18356686005527661,,
PCDHAC2,1.0,1.0,+,0,0.373900966300059,1.0,,
PCDHB4,1.0,1.0,0,+,1.0,0.11611652351681558,,
PCDHB3,1.0,1.0,+,+,0.5185185185185183,0.1161165235168155,,
PCDHB2,1.0,1.0,+,+,0.5790154287158978,0.20510645520407753,,
PCDHB14,1.0,1.0,-,+,0.11611652351681558,0.373900966300059,,
PCDHB13,1.0,1.0,0,-,1.0,0.373900966300059,,
PCDHB12,1.0,1.0,-,+,0.373900966300059,0.1161165235168155,,
PCDHB11,1.0,1.0,-,-,0.5185185185185183,0.5185185185185183,,
PCDHGC4,1.0,1.0,-,-,0.5185185185185183,0.11611652351681558,,
OPTN,1.0,1.0,0,+,1.0,0.373900966300059,,
PDC,1.0,1.0,-,-,0.373900966300059,0.373900966300059,,
PDAP1,1.0,1.0,-,-,0.373900966300059,0.5660371777000408,,
PDCD10,1.0,1.0,+,+,0.27706916734759224,0.00502399826195297,,
PCYT2,1.0,1.0,-,-,0.007490433881274526,0.20615125863731906,,
PCYT1A,1.0,1.0,-,+,0.802482016928897,0.1011915072182954,,
PCYOX1,1.0,1.0,+,+,0.1614951496150326,0.051979694201925955,,
PCTP,1.0,1.0,0,-,1.0,0.373900966300059,,
PCSK9,1.0,1.0,-,-,0.007490433881274519,0.11611652351681558,,
PCSK7,1.0,1.0,0,+,1.0,0.373900966300059,,
PCYT1B,1.0,1.0,+,+,0.5185185185185183,0.04742065558431957,,
PCSK5,1.0,1.0,+,0,0.5185185185185183,1.0,,
PDCL3,1.0,1.0,-,-,0.23019964108049873,0.3452714989013448,,
PDCL2,1.0,1.0,0,-,1.0,0.373900966300059,,
PDCL,1.0,1.0,+,+,0.872158160706616,0.16327898574659308,,
OPN3,1.0,1.0,+,+,0.06858710562414266,0.007762602689870699,,
PDCD7,1.0,1.0,+,-,0.373900966300059,0.373900966300059,,
PDCD6IP,1.0,1.0,+,0,0.12835348651691134,1.0,,
PDCD11,1.0,1.0,+,+,0.373900966300059,0.373900966300059,,
PDCD5,1.0,1.0,-,-,0.23724032979041723,0.9240121506975685,,
PDCD4,1.0,1.0,+,+,0.5992877536651201,0.05592859832647392,,
PDCD2L,1.0,1.0,+,+,0.46852713556223086,0.7095972614299968,,
OPRK1,1.0,1.0,+,+,0.373900966300059,0.373900966300059,,
PDCD2,1.0,1.0,-,-,0.3739009663000589,0.3739009663000589,,
PELI2,1.0,1.0,-,+,0.373900966300059,0.1161165235168155,,
PDE10A,1.0,1.0,+,+,0.16478902078338,0.05137443084436807,,
PCSK4,1.0,1.0,0,-,1.0,0.373900966300059,,
PCMTD1,1.0,1.0,-,-,0.1011915072182954,0.5185185185185183,,
PCMT1,1.0,1.0,+,+,0.4259477748258965,0.018838652145223084,,
PCM1,1.0,1.0,+,+,0.15735256165790956,0.009337848357046203,,
PCK2,1.0,1.0,+,-,0.6778688286992494,0.01613008990009254,,
PCIF1,1.0,1.0,-,+,0.6433299631818634,0.5614380442505257,,
PCID2,1.0,1.0,+,+,0.07392618853329194,0.006122256638171821,,
PCGF5,1.0,1.0,-,+,0.373900966300059,0.11611652351681558,,
PCGF3,1.0,1.0,+,+,0.1011915072182954,0.015799848495268158,,
PCGF2,1.0,1.0,-,-,0.4917670010221689,0.0012729640079408347,,
PCGF1,1.0,1.0,+,+,0.13380141570948567,0.05349924053050574,,
PCF11,1.0,1.0,+,+,0.25081535976844566,0.1011915072182954,,
PCGF6,1.0,1.0,-,-,0.43533094251437593,0.2745766290948483,,
PCSK2,1.0,1.0,-,+,0.7952550084538408,0.09126024444398571,,
PCNA-AS1,1.0,1.0,+,0,0.373900966300059,1.0,,
PCSK1N,1.0,1.0,-,-,0.009374849683907862,0.6387682068583829,,
PCP4,1.0,1.0,-,+,0.4168655304065087,0.7952550084538409,,
PCNA,1.0,1.0,+,+,0.136824828020144,0.3062841231767152,,
PCOLCE,1.0,1.0,0,+,1.0,0.1011915072182954,,
PCNXL3,1.0,1.0,0,-,1.0,0.373900966300059,,
PCNXL2,1.0,1.0,+,+,0.373900966300059,0.373900966300059,,
PCNX,1.0,1.0,+,+,0.373900966300059,0.11611652351681558,,
PCNT,1.0,1.0,0,+,1.0,0.373900966300059,,
PCNP,1.0,1.0,+,+,0.4826513980532153,0.2501268754575887,,
PCNAP1,1.0,1.0,+,+,0.373900966300059,0.373900966300059,,
